records,size,acks,compression,inflight,batch,linger,time,batch-size-avg,batch-size-max,batch-split-rate,batch-split-total,buffer-available-bytes,buffer-exhausted-rate,buffer-exhausted-total,buffer-total-bytes,bufferpool-wait-ratio,bufferpool-wait-time-total,compression-rate-avg,connection-close-rate,connection-close-total,connection-count,connection-creation-rate,connection-creation-total,failed-authentication-rate,failed-authentication-total,failed-reauthentication-rate,failed-reauthentication-total,incoming-byte-rate,incoming-byte-total,io-ratio,io-time-ns-avg,io-wait-ratio,io-wait-time-ns-avg,io-waittime-total,iotime-total,metadata-age,network-io-rate,network-io-total,outgoing-byte-rate,outgoing-byte-total,produce-throttle-time-avg,produce-throttle-time-max,reauthentication-latency-avg,reauthentication-latency-max,record-error-rate,record-error-total,record-queue-time-avg,record-queue-time-max,record-retry-rate,record-retry-total,record-send-rate,record-send-total,record-size-avg,record-size-max,records-per-request-avg,request-latency-avg,request-latency-max,request-rate,request-size-avg,request-size-max,request-total,requests-in-flight,response-rate,response-total,select-rate,select-total,successful-authentication-no-reauth-total,successful-authentication-rate,successful-authentication-total,successful-reauthentication-rate,successful-reauthentication-total,waiting-threads,incoming-byte-rate--2,incoming-byte-rate-1,incoming-byte-rate-2,incoming-byte-rate-3,incoming-byte-total--2,incoming-byte-total-1,incoming-byte-total-2,incoming-byte-total-3,outgoing-byte-rate--2,outgoing-byte-rate-1,outgoing-byte-rate-2,outgoing-byte-rate-3,outgoing-byte-total--2,outgoing-byte-total-1,outgoing-byte-total-2,outgoing-byte-total-3,request-latency-avg--2,request-latency-avg-1,request-latency-avg-2,request-latency-avg-3,request-latency-max--2,request-latency-max-1,request-latency-max-2,request-latency-max-3,request-rate--2,request-rate-1,request-rate-2,request-rate-3,request-size-avg--2,request-size-avg-1,request-size-avg-2,request-size-avg-3,request-size-max--2,request-size-max-1,request-size-max-2,request-size-max-3,request-total--2,request-total-1,request-total-2,request-total-3,response-rate--2,response-rate-1,response-rate-2,response-rate-3,response-total--2,response-total-1,response-total-2,response-total-3,byte-rate,byte-total,compression-rate,record-error-rate,record-error-total,record-retry-rate,record-retry-total,record-send-rate,record-send-total
51200,10240,-1,"snappy",1,16384,0,16,10337.000,10337.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.297,13336216996.000,1.002,0.000,0.000,3.000,0.066,3.000,0.000,0.000,0.000,0.000,50769.817,2290988.000,0.017,21974.970,0.272,361226.353,12348161662.000,751192387.000,15.065,760.936,34338.000,11752665.293,530350774.000,0.000,0.000,NaN,NaN,0.000,0.000,578.127,890.000,0.000,0.000,1137.727,51200.000,10327.000,10327.000,2.983,1.689,71.000,380.468,30890.021,41420.000,17169.000,0.000,380.476,17169.000,754.314,34184.000,0.000,0.000,0.000,0.000,0.000,0.000,17.596,32167.489,18722.254,794.000,1447730.000,842464.000,1.728,7827151.255,3956240.818,78.000,352300078.000,178050618.000,NaN,1.733,1.645,NaN,42.000,71.000,0.044,190.224,191.201,39.000,41146.937,20691.530,48.000,41420.000,20730.000,2.000,8562.000,8605.000,0.044,190.241,191.231,2.000,8562.000,8605.000,11760947.534,529254400.000,1.002,0.000,0.000,0.000,0.000,1137.752,51200.000
51200,10240,-1,"snappy",1,16384,20,15,10337.000,10337.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.287,12778636330.000,1.002,0.000,0.000,3.000,0.067,3.000,0.000,0.000,0.000,0.000,51423.859,2297618.000,0.017,21816.687,0.266,350213.233,11925461027.000,742901837.000,14.631,779.929,34848.000,11869944.137,530360974.000,0.000,0.000,NaN,NaN,0.000,0.000,557.157,1130.000,0.000,0.000,1148.755,51200.000,10327.000,10327.000,2.939,1.600,17.000,389.964,30438.532,41420.000,17424.000,0.000,389.973,17424.000,758.853,34052.000,0.000,0.000,0.000,0.000,0.000,0.000,17.771,32610.869,18923.319,794.000,1453336.000,843488.000,1.746,7915856.527,3982578.585,78.000,352833473.000,177527423.000,NaN,1.655,1.545,NaN,17.000,17.000,0.045,195.338,195.509,39.000,40522.967,20370.330,48.000,41420.000,20730.000,2.000,8707.000,8715.000,0.045,195.373,195.518,2.000,8707.000,8715.000,11874944.468,529254400.000,1.002,0.000,0.000,0.000,0.000,1148.781,51200.000
51200,10240,-1,"snappy",1,16384,1000,16,10337.000,10337.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.288,12795965301.000,1.002,0.000,0.000,3.000,0.067,3.000,0.000,0.000,0.000,0.000,51482.229,2295850.000,0.017,21830.322,0.265,346673.934,11857981907.000,746706178.000,14.546,778.383,34712.000,11892507.265,530358254.000,0.000,0.000,NaN,NaN,0.000,0.000,557.386,948.000,0.000,0.000,1150.950,51200.000,10327.000,10327.000,2.951,1.598,15.000,389.192,30557.632,41420.000,17356.000,0.000,389.192,17356.000,763.743,34205.000,0.000,0.000,0.000,0.000,0.000,0.000,17.805,32574.569,19015.894,794.000,1449210.000,845846.000,1.749,7928328.007,3992874.955,78.000,352755098.000,177603078.000,NaN,1.670,1.528,NaN,11.000,15.000,0.045,192.341,197.752,39.000,41219.338,20191.346,48.000,41420.000,20730.000,2.000,8558.000,8796.000,0.045,192.362,197.747,2.000,8558.000,8796.000,11897635.105,529254400.000,1.002,0.000,0.000,0.000,0.000,1150.976,51200.000
51200,10240,-1,"snappy",5,16384,0,14,10337.000,10337.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.272,11778519955.000,1.002,0.000,0.000,3.000,0.069,3.000,0.000,0.000,0.000,0.000,54014.274,2353726.000,0.019,20628.706,0.239,259736.353,10475946324.000,832017600.000,13.528,898.752,39164.000,12172643.688,530447294.000,0.000,0.000,NaN,NaN,0.000,0.000,512.389,910.000,0.000,0.000,1177.932,51200.000,10327.000,10327.000,2.615,6.397,28.000,449.365,27088.515,41420.000,19582.000,0.000,449.376,19582.000,921.539,40333.000,0.000,0.000,0.000,0.000,0.000,0.000,18.221,33374.799,20754.147,794.000,1450936.000,901996.000,1.790,8120427.211,4080867.714,78.000,353035573.000,177411643.000,NaN,7.792,5.306,NaN,28.000,25.000,0.046,197.511,252.864,39.000,41112.795,16138.601,48.000,41420.000,20730.000,2.000,8587.000,10993.000,0.046,197.520,252.939,2.000,8587.000,10993.000,12176565.052,529254400.000,1.002,0.000,0.000,0.000,0.000,1177.959,51200.000
51200,10240,-1,"snappy",5,16384,20,15,10337.000,10337.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.272,11811455383.000,1.002,0.000,0.000,3.000,0.069,3.000,0.000,0.000,0.000,0.000,54128.588,2358978.000,0.019,19702.819,0.241,252917.222,10555753162.000,822316842.000,13.531,907.919,39568.000,12171432.564,530455374.000,0.000,0.000,NaN,NaN,0.000,0.000,513.307,904.000,0.000,0.000,1177.932,51200.000,10327.000,10327.000,2.588,6.252,20.000,453.959,26812.342,41420.000,19784.000,0.000,453.959,19784.000,952.942,41736.000,0.000,0.000,0.000,0.000,0.000,0.000,18.219,33610.407,20641.158,794.000,1461078.000,897106.000,1.790,8182080.239,4020710.099,78.000,355675028.000,174780268.000,NaN,7.757,5.089,NaN,20.000,19.000,0.046,198.385,256.677,39.000,41242.466,15664.122,48.000,41420.000,20730.000,2.000,8624.000,11158.000,0.046,198.385,256.730,2.000,8624.000,11158.000,12176565.052,529254400.000,1.002,0.000,0.000,0.000,0.000,1177.959,51200.000
51200,10240,-1,"snappy",5,16384,1000,15,10337.000,10337.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.269,11679551370.000,1.002,0.000,0.000,3.000,0.069,3.000,0.000,0.000,0.000,0.000,54131.571,2359108.000,0.019,20074.450,0.242,257745.313,10590239405.000,824819007.000,13.533,908.148,39578.000,12171716.436,530455574.000,0.000,0.000,NaN,NaN,0.000,0.000,508.546,1109.000,0.000,0.000,1177.797,51200.000,10327.000,10327.000,2.588,6.336,21.000,454.074,26805.578,41420.000,19789.000,0.000,454.074,19789.000,938.725,41088.000,0.000,0.000,0.000,0.000,0.000,0.000,18.219,33476.447,20772.374,794.000,1455422.000,902892.000,1.790,8120785.506,4080609.727,78.000,353083633.000,177371863.000,NaN,7.648,5.295,NaN,21.000,19.000,0.046,201.339,253.825,39.000,40333.977,16076.485,48.000,41420.000,20730.000,2.000,8754.000,11033.000,0.046,201.352,253.831,2.000,8754.000,11033.000,12175164.481,529254400.000,1.002,0.000,0.000,0.000,0.000,1177.824,51200.000
51200,10240,-1,"snappy",10,16384,0,14,10337.000,10337.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.270,11713027587.000,1.002,0.000,0.000,3.000,0.069,3.000,0.000,0.000,0.000,0.000,54112.984,2356404.000,0.018,15821.037,0.242,217546.480,10565579895.000,768380294.000,13.499,904.081,39370.000,12181124.165,530451414.000,0.000,0.000,NaN,NaN,0.000,0.000,503.027,957.000,0.000,0.000,1178.719,51200.000,10327.000,10327.000,2.601,12.657,37.000,452.040,26946.986,41420.000,19685.000,0.000,452.051,19685.000,1110.407,48567.000,0.000,0.000,0.000,0.000,0.000,0.000,18.234,33427.572,20800.221,794.000,1452194.000,903416.000,1.791,8126690.100,4084439.333,78.000,353047798.000,177403538.000,NaN,15.156,10.704,NaN,37.000,23.000,0.046,198.743,254.386,39.000,40890.410,16056.072,48.000,41420.000,20730.000,2.000,8634.000,11049.000,0.046,198.748,254.398,2.000,8634.000,11049.000,12184414.209,529254400.000,1.002,0.000,0.000,0.000,0.000,1178.719,51200.000
51200,10240,-1,"snappy",10,16384,20,15,10337.000,10337.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.269,11650427643.000,1.002,0.000,0.000,3.000,0.069,3.000,0.000,0.000,0.000,0.000,54103.462,2355286.000,0.018,15941.156,0.240,215993.498,10513915514.000,775967669.000,13.486,902.396,39284.000,12185002.044,530449694.000,0.000,0.000,NaN,NaN,0.000,0.000,501.462,1004.000,0.000,0.000,1179.044,51200.000,10327.000,10327.000,2.607,12.855,29.000,451.198,27005.890,41420.000,19642.000,0.000,451.198,19642.000,1113.432,48677.000,0.000,0.000,0.000,0.000,0.000,0.000,18.239,33478.333,20739.458,794.000,1453964.000,900528.000,1.792,8131080.774,4082911.833,78.000,353132838.000,177316778.000,NaN,15.081,11.088,NaN,29.000,23.000,0.046,200.115,252.113,39.000,40632.014,16194.792,48.000,41420.000,20730.000,2.000,8691.000,10949.000,0.046,200.115,252.159,2.000,8691.000,10949.000,12188061.901,529254400.000,1.002,0.000,0.000,0.000,0.000,1179.071,51200.000
51200,10240,-1,"snappy",10,16384,1000,14,10337.000,10337.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.270,11693508736.000,1.002,0.000,0.000,3.000,0.069,3.000,0.000,0.000,0.000,0.000,54189.176,2358042.000,0.018,15672.714,0.242,215091.792,10568320113.000,770063148.000,13.468,907.641,39496.000,12190139.814,530453934.000,0.000,0.000,NaN,NaN,0.000,0.000,501.735,931.000,0.000,0.000,1179.560,51200.000,10327.000,10327.000,2.593,12.721,30.000,453.821,26861.147,41420.000,19748.000,0.000,453.821,19748.000,1124.219,49134.000,0.000,0.000,0.000,0.000,0.000,0.000,18.247,33568.138,20737.051,794.000,1457260.000,899988.000,1.792,8162210.595,4057313.956,78.000,354362373.000,176091483.000,NaN,15.122,10.849,NaN,30.000,25.000,0.046,199.304,255.593,39.000,40952.545,15874.108,48.000,41420.000,20730.000,2.000,8653.000,11093.000,0.046,199.323,255.599,2.000,8653.000,11093.000,12193397.074,529254400.000,1.002,0.000,0.000,0.000,0.000,1179.588,51200.000
51200,10240,-1,"none",1,16384,0,16,10312.000,10312.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.298,13341338832.000,1.000,0.000,0.000,3.000,0.067,3.000,0.000,0.000,0.000,0.000,51325.444,2302870.000,0.017,22162.561,0.270,353133.127,12164729964.000,763455912.000,14.820,785.665,35252.000,11791861.954,529089054.000,0.000,0.000,NaN,NaN,0.000,0.000,568.426,1086.000,0.000,0.000,1143.368,51200.000,10327.000,10327.000,2.905,1.605,20.000,392.832,30017.534,41320.000,17626.000,0.000,392.832,17626.000,764.509,34448.000,0.000,0.000,0.000,0.000,0.000,0.000,17.696,32392.666,19014.981,794.000,1450414.000,851662.000,1.738,7855353.949,3957391.619,78.000,351833448.000,177255528.000,NaN,1.694,1.519,NaN,18.000,20.000,0.045,192.324,201.156,39.000,40844.375,19673.200,48.000,41320.000,20680.000,2.000,8614.000,9010.000,0.045,192.384,201.165,2.000,8614.000,9010.000,11790669.734,527974400.000,1.000,0.000,0.000,0.000,0.000,1143.393,51200.000
51200,10240,-1,"none",1,16384,20,16,10312.000,10312.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.301,13493134376.000,1.000,0.000,0.000,3.000,0.066,3.000,0.000,0.000,0.000,0.000,51202.605,2304066.000,0.017,22024.598,0.273,356534.997,12332189009.000,761808815.000,14.947,785.405,35344.000,11757314.149,529090894.000,0.000,0.000,NaN,NaN,0.000,0.000,573.564,1233.000,0.000,0.000,1140.083,51200.000,10327.000,10327.000,2.898,1.604,210.000,392.702,29939.503,41320.000,17672.000,0.000,392.711,17672.000,765.396,34589.000,0.000,0.000,0.000,0.000,0.000,0.000,17.645,32329.400,18953.346,794.000,1452172.000,851100.000,1.733,7844159.573,3935667.921,78.000,352359648.000,176731168.000,NaN,1.712,1.501,NaN,210.000,12.000,0.044,191.696,201.737,39.000,40919.713,19508.905,48.000,41320.000,20680.000,2.000,8611.000,9059.000,0.044,191.709,201.737,2.000,8611.000,9059.000,11756800.570,527974400.000,1.000,0.000,0.000,0.000,0.000,1140.109,51200.000
51200,10240,-1,"none",1,16384,1000,16,10312.000,10312.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.298,13309003475.000,1.000,0.000,0.000,3.000,0.067,3.000,0.000,0.000,0.000,0.000,51405.633,2305080.000,0.018,23296.067,0.269,349411.444,12129468863.000,808699666.000,14.793,789.929,35422.000,11799037.822,529092454.000,0.000,0.000,NaN,NaN,0.000,0.000,566.461,1077.000,0.000,0.000,1144.057,51200.000,10327.000,10327.000,2.892,1.593,16.000,394.965,29873.663,41320.000,17711.000,0.000,394.973,17711.000,770.840,34714.000,0.000,0.000,0.000,0.000,0.000,0.000,17.707,32467.541,19021.783,794.000,1452890.000,851396.000,1.739,7869365.208,3951461.686,78.000,352217048.000,176875328.000,NaN,1.685,1.504,NaN,16.000,16.000,0.045,193.436,202.203,39.000,40681.110,19542.076,48.000,41320.000,20680.000,2.000,8658.000,9051.000,0.045,193.479,202.216,2.000,8658.000,9051.000,11797783.339,527974400.000,1.000,0.000,0.000,0.000,0.000,1144.083,51200.000
51200,10240,-1,"none",5,16384,0,14,10312.000,10312.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.281,12224573467.000,1.000,0.000,0.000,3.000,0.068,3.000,0.000,0.000,0.000,0.000,54141.593,2366908.000,0.019,19838.352,0.246,256619.088,10809309222.000,835631077.000,13.668,919.026,40178.000,12104569.605,529187574.000,0.000,0.000,NaN,NaN,0.000,0.000,518.452,961.000,0.000,0.000,1173.504,51200.000,10327.000,10327.000,2.549,6.202,23.000,459.513,26342.156,41320.000,20089.000,0.000,459.524,20089.000,959.455,42122.000,0.000,0.000,0.000,0.000,0.000,0.000,18.163,33269.652,20960.574,794.000,1451688.000,914426.000,1.784,8072321.027,4055271.411,78.000,352235728.000,176951768.000,NaN,7.870,4.951,NaN,23.000,17.000,0.046,197.291,263.046,39.000,40914.825,15416.603,48.000,41320.000,20680.000,2.000,8609.000,11478.000,0.046,197.300,263.100,2.000,8609.000,11478.000,12101455.454,527974400.000,1.000,0.000,0.000,0.000,0.000,1173.531,51200.000
51200,10240,-1,"none",5,16384,20,15,10312.000,10312.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.285,12514219775.000,1.000,0.000,0.000,3.000,0.068,3.000,0.000,0.000,0.000,0.000,53905.491,2372758.000,0.019,19215.044,0.252,255080.264,11126856190.000,838179435.000,13.971,922.986,40628.000,12022276.660,529196574.000,0.000,0.000,NaN,NaN,0.000,0.000,529.575,1156.000,0.000,0.000,1165.411,51200.000,10327.000,10327.000,2.521,6.164,216.000,461.493,26050.831,41320.000,20314.000,0.000,461.493,20314.000,986.767,43621.000,0.000,0.000,0.000,0.000,0.000,0.000,18.038,33195.376,20791.431,794.000,1458638.000,913326.000,1.772,8047936.098,3996314.234,78.000,353642408.000,175554088.000,NaN,7.978,4.809,NaN,216.000,15.000,0.045,197.715,264.609,39.000,40704.697,15102.726,48.000,41320.000,20680.000,2.000,8688.000,11624.000,0.045,197.724,264.615,2.000,8688.000,11624.000,12017991.441,527974400.000,1.000,0.000,0.000,0.000,0.000,1165.437,51200.000
51200,10240,-1,"none",5,16384,1000,15,10312.000,10312.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.281,12250694015.000,1.000,0.000,0.000,3.000,0.068,3.000,0.000,0.000,0.000,0.000,54175.452,2365842.000,0.018,18901.537,0.247,252306.086,10822417258.000,810762538.000,13.622,918.117,40096.000,12117281.874,529185934.000,0.000,0.000,NaN,NaN,0.000,0.000,518.059,890.000,0.000,0.000,1174.689,51200.000,10327.000,10327.000,2.554,6.192,31.000,459.058,26395.946,41320.000,20048.000,0.000,459.079,20048.000,977.931,42894.000,0.000,0.000,0.000,0.000,0.000,0.000,18.182,33265.983,20992.245,794.000,1450164.000,914884.000,1.786,8076848.446,4062020.233,78.000,352110208.000,177075648.000,NaN,7.891,4.925,NaN,31.000,15.000,0.046,196.513,263.322,39.000,41100.760,15426.052,48.000,41320.000,20680.000,2.000,8567.000,11479.000,0.046,196.522,263.389,2.000,8567.000,11479.000,12113672.135,527974400.000,1.000,0.000,0.000,0.000,0.000,1174.716,51200.000
